,year,source,target
348,1796,Charles  Barnes,Heinrich  Kleyn
348,1796,John  Barnes,Heinrich  Kleyn
336,1796,Conrad  Bebersen,Jacob  Holzel
336,1796,Catharina  Bebersen,Jacob  Holzel
343,1796,Jacob  Kraft,Jacob  Ohlweiler
343,1796,Maria  Kraft,Jacob  Ohlweiler
340,1796,Michael  Strohmenger,Jacob  Petermann
340,1796,Regina  Strohmenger,Jacob  Petermann
333,1796,Jacob  Petermann,Johannes  Petermann
333,1796,Catharina  Petermann,Johannes  Petermann
334,1796,Nicholas  Walliser,Johannes  Walliser
334,1796,Margriet  Walliser,Johannes  Walliser
345,1796,Philip  Jacob,Johannes Georg Jacob
345,1796,Catharina  Eliesabetha,Johannes Georg Jacob
347,1796,Charles  Barnes,John  Barnes
348,1796,Charles  Barnes,John  Barnes
337,1796,Georg  Albrecht,Magdalena  Albrecht
334,1796,Nicholas  Walliser,Margriet  Walliser
343,1796,Jacob  Kraft,Maria  Kraft
338,1796,Adam  Schenberger,Mattheus  Bekker
338,1796,Catharina  Schenberger,Mattheus  Bekker
332,1796,Jacob  Dellinger,Michael  Dellinger
332,1796,Rechina  Dellinger,Michael  Dellinger
339,1796,Georg  Lieberknecht,Peter  Clary
339,1796,Catharina  Eliesabetha,Peter  Clary
332,1796,Jacob  Dellinger,Rechina  Dellinger
340,1796,Michael  Strohmenger,Regina  Strohmenger
341,1796,Heinrich  Ottstatt,Sophia  Ottstatt
341,1796,Catharina  Ottstatt,Sophia  Ottstatt
341,1796,Adam  Ottstatt,Sophia  Ottstatt
342,1796,Heinrich  Dellinger,Sussana  Dellinger
346,1796,Peter  Miller,Sussana  Miller
349,1796,Johannes  Schlott,Sussana  Schlott
349,1796,Catharina  Schlott,Sussana  Schlott
376,1797,Philip  Holtzel,Adam  Heindel
376,1797,Anna Maria Holtzel,Adam  Heindel
360,1797,Johannes Michael Kauffelt,Andries  Bleymeyer
360,1797,Sophia  Kauffelt,Andries  Bleymeyer
373,1797,Johannes Daniel Rauss,Anna Barbara Rauss
366,1797,Johannes Peter Erlenkieser,Anna Maria Erlenkieser
361,1797,David  Gehr,Anna Maria Gehr
370,1797,Philip  Gohn,Anna Maria Herschner
370,1797,Eliesabetha  Gohn,Anna Maria Herschner
376,1797,Philip  Holtzel,Anna Maria Holtzel
352,1797,Johannes  Ruby,Anna Maria Ruby
351,1797,Peter  Imschwiller,Anna Maria Ruby
351,1797,Catharina  Imschwiller,Anna Maria Ruby
351,1797,Johannes  Ruby,Anna Maria Ruby
359,1797,Johannes Michael Kauffelt,Anna Maria Schafer
359,1797,Sophia  Kauffelt,Anna Maria Schafer
359,1797,Heinrich  Schafer,Anna Maria Schafer
364,1797,Peter  Wanbach,Anna Maria Wanbach
364,1797,Peter  Wanbach,Anna Maria Weinhold
364,1797,Anna Maria Wanbach,Anna Maria Weinhold
364,1797,Georg  Weinhold,Anna Maria Weinhold
360,1797,Johannes Michael Kauffelt,Barbara  Bleymeyer
360,1797,Sophia  Kauffelt,Barbara  Bleymeyer
360,1797,Andries  Bleymeyer,Barbara  Bleymeyer
362,1797,Johannes  Petermann,Barbara  Petermann
374,1797,Johannes Georg Lieberknecht,Catharina  Eliesabetha
351,1797,Peter  Imschwiller,Catharina  Imschwiller
352,1797,Johannes  Ruby,Catharina  Imschwiller
352,1797,Anna Maria Ruby,Catharina  Imschwiller
352,1797,Peter  Imschwiller,Catharina  Imschwiller
367,1797,Heinrich  Kleyn,Catharina  Kleyn
368,1797,Adam  Schenberger,Catharina  Schenberger
363,1797,Adam  Schlott,Catharina  Schlott
361,1797,David  Gehr,Catharina  Wanbach
361,1797,Anna Maria Gehr,Catharina  Wanbach
361,1797,Peter  Wanbach,Catharina  Wanbach
365,1797,Frantz  Wenner,Catharina  Wenner
376,1797,Philip  Holtzel,Catharina Elizabeth Heindel
376,1797,Anna Maria Holtzel,Catharina Elizabeth Heindel
376,1797,Adam  Heindel,Catharina Elizabeth Heindel
371,1797,Daniel  Voigt,Christina  Pfaff
371,1797,Eliesabetha  Voigt,Christina  Pfaff
370,1797,Philip  Gohn,Eliesabetha  Gohn
353,1797,Michael  Brubacher,Eliesabetha  Gohn
357,1797,Johannes Michael Kauffelt,Eliesabetha  Gohn
355,1797,Johannes Michael Kauffelt,Eliesabetha  Gohn
356,1797,Johannes Michael Kauffelt,Eliesabetha  Gohn
353,1797,Magdalena  Brubacher,Eliesabetha  Gohn
357,1797,Sophia  Kauffelt,Eliesabetha  Gohn
355,1797,Sophia  Kauffelt,Eliesabetha  Gohn
356,1797,Sophia  Kauffelt,Eliesabetha  Gohn
355,1797,Philip  Gohn,Eliesabetha  Gohn
356,1797,Philip  Gohn,Eliesabetha  Gohn
367,1797,Heinrich  Kleyn,Eliesabetha  Kleyn
367,1797,Catharina  Kleyn,Eliesabetha  Kleyn
375,1797,Adam  Othstadt,Eliesabetha  Othstadt
375,1797,Sophia  Othstadt,Eliesabetha  Othstadt
371,1797,Daniel  Voigt,Eliesabetha  Voigt
358,1797,Johannes Michael Kauffelt,Eva Catharina Kauffelt
358,1797,Sophia  Kauffelt,Eva Catharina Kauffelt
358,1797,Jacob  Kauffelt,Eva Catharina Kauffelt
364,1797,Peter  Wanbach,Georg  Weinhold
364,1797,Anna Maria Wanbach,Georg  Weinhold
359,1797,Johannes Michael Kauffelt,Heinrich  Schafer
359,1797,Sophia  Kauffelt,Heinrich  Schafer
358,1797,Johannes Michael Kauffelt,Jacob  Kauffelt
358,1797,Sophia  Kauffelt,Jacob  Kauffelt
374,1797,Johannes Georg Lieberknecht,Jacob  Lieberknecht
374,1797,Catharina  Eliesabetha,Jacob  Lieberknecht
369,1797,Charles  Barnes,Johanna  Barnes
369,1797,Charles  Barnes,Johanna  Rathfon
369,1797,Johanna  Barnes,Johanna  Rathfon
369,1797,Leonhard  Rathfon,Johanna  Rathfon
365,1797,Frantz  Wenner,Johannes  Brubacher
365,1797,Catharina  Wenner,Johannes  Brubacher
351,1797,Peter  Imschwiller,Johannes  Ruby
351,1797,Catharina  Imschwiller,Johannes  Ruby
366,1797,Johannes Peter Erlenkieser,Johannes Jacob Imenhauser
366,1797,Anna Maria Erlenkieser,Johannes Jacob Imenhauser
369,1797,Charles  Barnes,Leonhard  Rathfon
369,1797,Johanna  Barnes,Leonhard  Rathfon
353,1797,Michael  Brubacher,Magdalena  Brubacher
354,1797,Johannes Michael Kauffelt,Magdalena  Clary
372,1797,Johannes  Clary,Magdalena  Clary
354,1797,Sophia  Kauffelt,Magdalena  Clary
372,1797,Sussana  Clary,Magdalena  Clary
362,1797,Johannes  Petermann,Michael  Strohmenger
362,1797,Barbara  Petermann,Michael  Strohmenger
352,1797,Johannes  Ruby,Peter  Imschwiller
352,1797,Anna Maria Ruby,Peter  Imschwiller
361,1797,David  Gehr,Peter  Wanbach
361,1797,Anna Maria Gehr,Peter  Wanbach
355,1797,Johannes Michael Kauffelt,Philip  Gohn
356,1797,Johannes Michael Kauffelt,Philip  Gohn
355,1797,Sophia  Kauffelt,Philip  Gohn
356,1797,Sophia  Kauffelt,Philip  Gohn
362,1797,Johannes  Petermann,Regina  Strohmenger
362,1797,Barbara  Petermann,Regina  Strohmenger
362,1797,Michael  Strohmenger,Regina  Strohmenger
354,1797,Johannes Michael Kauffelt,Sophia  Kauffelt
355,1797,Johannes Michael Kauffelt,Sophia  Kauffelt
356,1797,Johannes Michael Kauffelt,Sophia  Kauffelt
357,1797,Johannes Michael Kauffelt,Sophia  Kauffelt
358,1797,Johannes Michael Kauffelt,Sophia  Kauffelt
359,1797,Johannes Michael Kauffelt,Sophia  Kauffelt
360,1797,Johannes Michael Kauffelt,Sophia  Kauffelt
375,1797,Adam  Othstadt,Sophia  Othstadt
372,1797,Johannes  Clary,Sussana  Clary
386,1798,Georg  Abel,Adam  Schenberger
386,1798,Maria Elizabeth Heibele,Adam  Schenberger
389,1798,Johannes  Schafer,Anna Margaret Schafer
381,1798,Christoph  Ruby,Anna Maria Ruby
381,1798,Regina  Ruby,Anna Maria Ruby
381,1798,Johannes  Ruby,Anna Maria Ruby
388,1798,Peter  Wambach,Anna Maria Wambach
382,1798,Antony  Ament,Barbara  Ament
385,1798,Conrad  Bebersen,Catharina  Bebersen
383,1798,Philip  Jacob,Catharina  Jacob
386,1798,Georg  Abel,Catharina  Schenberger
386,1798,Maria Elizabeth Heibele,Catharina  Schenberger
386,1798,Adam  Schenberger,Catharina  Schenberger
384,1798,Johannes  Schlott,Catharina  Schlott
387,1798,Michael  Schlott,Catharina  Schlott
384,1798,Johannes  Schlott,Catharina  Schlott
384,1798,Catharina  Schlott,Catharina  Schlott
384,1798,Michael  Schlott,Catharina  Schlott
388,1798,Peter  Wambach,Catharina  Wambach
388,1798,Anna Maria Wambach,Catharina  Wambach
388,1798,Peter  Wambach,Catharina  Wambach
389,1798,Johannes  Schafer,Catharina  Wohlleber
389,1798,Anna Margaret Schafer,Catharina  Wohlleber
389,1798,Frantz  Wohlleber,Catharina  Wohlleber
378,1798,Conrad  Brubacher,Christina  Brubacher
377,1798,Jacob  Dellinger,Christina  Dellinger
383,1798,Philip  Jacob,Eliesabetha  Adig
383,1798,Catharina  Jacob,Eliesabetha  Adig
378,1798,Conrad  Brubacher,Eliesabetha  Oberndorf
378,1798,Christina  Brubacher,Eliesabetha  Oberndorf
378,1798,Gorg  Oberndorf,Eliesabetha  Oberndorf
266,1798,Adam  Paulis,Eliesabetha  Paulis
266,1798,Adam  Paulis,Eliesabetha  Thritt
266,1798,Eliesabetha  Paulis,Eliesabetha  Thritt
266,1798,Jacob  Thritt,Eliesabetha  Thritt
380,1798,Mattheus  Bekker,Esther  Bekker
382,1798,Antony  Ament,Eva  Pfaff
382,1798,Barbara  Ament,Eva  Pfaff
382,1798,Gorg  Pfaff,Eva  Pfaff
389,1798,Johannes  Schafer,Frantz  Wohlleber
389,1798,Anna Margaret Schafer,Frantz  Wohlleber
387,1798,Michael  Schlott,Georg  Abel
387,1798,Catharina  Schlott,Georg  Abel
377,1798,Jacob  Dellinger,Gorg  Abel
377,1798,Christina  Dellinger,Gorg  Abel
378,1798,Conrad  Brubacher,Gorg  Oberndorf
378,1798,Christina  Brubacher,Gorg  Oberndorf
382,1798,Antony  Ament,Gorg  Pfaff
382,1798,Barbara  Ament,Gorg  Pfaff
266,1798,Adam  Paulis,Jacob  Thritt
266,1798,Eliesabetha  Paulis,Jacob  Thritt
381,1798,Christoph  Ruby,Johannes  Ruby
381,1798,Regina  Ruby,Johannes  Ruby
257,1798,Gorg  Abel,Margriet  Abel
377,1798,Jacob  Dellinger,Margriet  Abel
387,1798,Michael  Schlott,Margriet  Abel
377,1798,Christina  Dellinger,Margriet  Abel
387,1798,Catharina  Schlott,Margriet  Abel
377,1798,Gorg  Abel,Margriet  Abel
387,1798,Georg  Abel,Margriet  Abel
379,1798,Friedrich  Pfaff,Margriet  Pfaff
386,1798,Georg  Abel,Maria Elizabeth Heibele
384,1798,Johannes  Schlott,Michael  Schlott
384,1798,Catharina  Schlott,Michael  Schlott
388,1798,Peter  Wambach,Peter  Wambach
388,1798,Anna Maria Wambach,Peter  Wambach
380,1798,Mattheus  Bekker,Rebecca  Holder
380,1798,Esther  Bekker,Rebecca  Holder
381,1798,Christoph  Ruby,Regina  Ruby
395,1799,Friedrich  Pfaff,Anna Margaretha Abel
395,1799,Anna Margaretha Pfaff,Anna Margaretha Abel
395,1799,Gorg  Abel,Anna Margaretha Abel
403,1799,Peter  Erlenkieser,Anna Margaretha Erlenkieser
395,1799,Friedrich  Pfaff,Anna Margaretha Pfaff
394,1799,David  Gehr,Anna Maria Gehr
405,1799,Johannes  Gilbert,Anna Maria Gilbert
402,1799,Jacob  Imenhauser,Anna Maria Hermann
402,1799,Christina  Imenhauser,Anna Maria Hermann
401,1799,Johannes  Ruby,Anna Maria Ruby
431,1799,Jacob  Lieberknecht,Antony  Clary
431,1799,Magdalena  Lieberknecht,Antony  Clary
400,1799,Jacob  Gohn,Barbara  Gohn
406,1799,Mattheus  Bekker,Barbara  Holder
406,1799,Esther  Bekker,Barbara  Holder
406,1799,Johannes  Holder,Barbara  Holder
394,1799,David  Gehr,Barbara  Wanbach
394,1799,Anna Maria Gehr,Barbara  Wanbach
394,1799,Michael  Wanbach,Barbara  Wanbach
404,1799,Peter  Abel,Catharina  Abel
404,1799,Peter  Abel,Catharina  Dellinger
404,1799,Catharina  Abel,Catharina  Dellinger
404,1799,Dellinger,Catharina  Dellinger
393,1799,Joseph  Gordon,Catharina  Gordon
397,1799,Philip  Jacob,Catharina  Jacob
391,1799,Heinrich  Kleyn,Catharina  Kleyn
405,1799,Johannes  Gilbert,Catharina  Schenberger
405,1799,Anna Maria Gilbert,Catharina  Schenberger
405,1799,Johannes  Schonberger,Catharina  Schenberger
398,1799,Adam  Schlott,Catharina  Schlott
393,1799,Joseph  Gordon,Catharina  Schlott
393,1799,Catharina  Gordon,Catharina  Schlott
393,1799,Michael  Schlott,Catharina  Schlott
392,1799,Frantz  Warner,Catharina  Warner
399,1799,Conrad  Brubacher,Christina  Brubacher
397,1799,Philip  Jacob,Christina  Holtzel
397,1799,Catharina  Jacob,Christina  Holtzel
397,1799,Jacob  Holtzel,Christina  Holtzel
402,1799,Jacob  Imenhauser,Christina  Imenhauser
392,1799,Frantz  Warner,Conrad  Brubacher
392,1799,Catharina  Warner,Conrad  Brubacher
404,1799,Peter  Abel,Dellinger
404,1799,Catharina  Abel,Dellinger
431,1799,Jacob  Lieberknecht,Eliesabetha  Clary
431,1799,Magdalena  Lieberknecht,Eliesabetha  Clary
431,1799,Antony  Clary,Eliesabetha  Clary
400,1799,Jacob  Gohn,Eliesabetha  Oberndorf
400,1799,Barbara  Gohn,Eliesabetha  Oberndorf
400,1799,Gorg  Oberndorf,Eliesabetha  Oberndorf
406,1799,Mattheus  Bekker,Esther  Bekker
392,1799,Frantz  Warner,Eva  Brubacher
392,1799,Catharina  Warner,Eva  Brubacher
392,1799,Conrad  Brubacher,Eva  Brubacher
395,1799,Friedrich  Pfaff,Gorg  Abel
395,1799,Anna Margaretha Pfaff,Gorg  Abel
400,1799,Jacob  Gohn,Gorg  Oberndorf
400,1799,Barbara  Gohn,Gorg  Oberndorf
401,1799,Johannes  Ruby,Gorg  Reuthlinger
401,1799,Anna Maria Ruby,Gorg  Reuthlinger
396,1799,Michael  Strohnmenger,Heinrich  Lanss
396,1799,Regina  Strohnmenger,Heinrich  Lanss
397,1799,Philip  Jacob,Jacob  Holtzel
397,1799,Catharina  Jacob,Jacob  Holtzel
390,1799,Samuel  Clary,Johannes  Clary
390,1799,Magdalena  Clary,Johannes  Clary
406,1799,Mattheus  Bekker,Johannes  Holder
406,1799,Esther  Bekker,Johannes  Holder
405,1799,Johannes  Gilbert,Johannes  Schonberger
405,1799,Anna Maria Gilbert,Johannes  Schonberger
390,1799,Samuel  Clary,Magdalena  Clary
431,1799,Jacob  Lieberknecht,Magdalena  Lieberknecht
403,1799,Peter  Erlenkieser,Magdalena  Strong
403,1799,Anna Margaretha Erlenkieser,Magdalena  Strong
396,1799,Michael  Strohnmenger,Margriet  Lanss
396,1799,Regina  Strohnmenger,Margriet  Lanss
396,1799,Heinrich  Lanss,Margriet  Lanss
393,1799,Joseph  Gordon,Michael  Schlott
393,1799,Catharina  Gordon,Michael  Schlott
394,1799,David  Gehr,Michael  Wanbach
394,1799,Anna Maria Gehr,Michael  Wanbach
396,1799,Michael  Strohnmenger,Regina  Strohnmenger
390,1799,Samuel  Clary,Sussana  Clary
390,1799,Magdalena  Clary,Sussana  Clary
390,1799,Johannes  Clary,Sussana  Clary
407,1799,Georg  Papff,Wife Of Georg Papff
411,1800,Peter  Ehrlichhauser,Anna Margaret Ehrlichhauser
409,1800,John  Neukom,Annqa Maria Ziegler
409,1800,Margriet  Neukom,Annqa Maria Ziegler
410,1800,Antony  Ament,Barbara  Ament
413,1800,Heinrich  Kleyn,Catharina  Kleyn
418,1800,James  Strong,Catharina  Strong
416,1800,Jacob  Dellinger,Christina  Dellinger
419,1800,Adam  Sternberg,Christina  Sternberg
410,1800,Antony  Ament,Daniel  Voigt
410,1800,Barbara  Ament,Daniel  Voigt
412,1800,Robert  Andersen,Eliesabetha  Andersen
411,1800,Peter  Ehrlichhauser,Eliesabetha  Hermann
411,1800,Anna Margaret Ehrlichhauser,Eliesabetha  Hermann
416,1800,Jacob  Dellinger,Eliesabetha  Schafer
416,1800,Christina  Dellinger,Eliesabetha  Schafer
410,1800,Antony  Ament,Eliesabetha  Voigt
410,1800,Barbara  Ament,Eliesabetha  Voigt
410,1800,Daniel  Voigt,Eliesabetha  Voigt
420,1800,Johannes Nicolaus Young,Georg  Young
420,1800,Magdalena  Young,Georg  Young
414,1800,Charles  Barnes,Johanna  Barnes
415,1800,Charles  Barnes,Johanna  Barnes
415,1800,Charles  Barnes,Johanna  Rathfang
415,1800,Johanna  Barnes,Johanna  Rathfang
418,1800,James  Strong,Johannes Adam Paulis
418,1800,Catharina  Strong,Johannes Adam Paulis
414,1800,Charles  Barnes,Joseph  Hinckel
414,1800,Johanna  Barnes,Joseph  Hinckel
412,1800,Robert  Andersen,Magdalena  Stranger
412,1800,Eliesabetha  Andersen,Magdalena  Stranger
420,1800,Johannes Nicolaus Young,Magdalena  Young
409,1800,John  Neukom,Margriet  Neukom
417,1800,Friedrich  Ament,Rebecca  Ament
408,1800,Johannes  Clary,Sussana  Clary
418,1800,James  Strong,Wife Of Joh Adam Paulis
418,1800,Catharina  Strong,Wife Of Joh Adam Paulis
418,1800,Johannes Adam Paulis,Wife Of Joh Adam Paulis
424,1801,Philip  Gohn,Anna Elies Oberdorff
424,1801,Eliesabetha  Gohn,Anna Elies Oberdorff
424,1801,Georg  Oberdorff,Anna Elies Oberdorff
422,1801,Friedrich  Pfaff,Anna Margaret Pfaff
427,1801,Philip  Jacob,Anna Maria Holzel
427,1801,Catharina  Eliesabetha,Anna Maria Holzel
427,1801,Philip  Holzel,Anna Maria Holzel
435,1801,Hanes  Ruby,Anna Maria Ruby
427,1801,Philip  Jacob,Catharina  Eliesabetha
429,1801,Joseph  Gordon,Catharina  Gordon
423,1801,Johannes  Schonberger,Catharina  Schenberger
426,1801,Samuel  Clary,Catharina  Schlott
426,1801,Magdalena  Clary,Catharina  Schlott
426,1801,Michael  Schlott,Catharina  Schlott
428,1801,Georg  Dosch,Eliesabetha  Dosch
424,1801,Philip  Gohn,Eliesabetha  Gohn
433,1801,Georg  Frey,Eliesabetha  Oberdorff
433,1801,Sussana  Frey,Eliesabetha  Oberdorff
433,1801,Georg  Oberdorff,Eliesabetha  Oberdorff
435,1801,Hanes  Ruby,Georg  Abel
435,1801,Anna Maria Ruby,Georg  Abel
424,1801,Philip  Gohn,Georg  Oberdorff
433,1801,Georg  Frey,Georg  Oberdorff
424,1801,Eliesabetha  Gohn,Georg  Oberdorff
433,1801,Sussana  Frey,Georg  Oberdorff
423,1801,Johannes  Schonberger,Georg  Ziegler
423,1801,Catharina  Schenberger,Georg  Ziegler
421,1801,Georg  Abel,Johannes  Abel
421,1801,Margriet  Abel,Johannes  Abel
429,1801,Joseph  Gordon,Johannes  Clary
429,1801,Catharina  Gordon,Johannes  Clary
436,1801,Peter  Clary,Juliana  Clary
426,1801,Samuel  Clary,Magdalena  Clary
432,1801,Jacob  Lieberknecht,Magdalena  Lieberknecht
421,1801,Georg  Abel,Margriet  Abel
435,1801,Hanes  Ruby,Margriet  Abel
435,1801,Anna Maria Ruby,Margriet  Abel
435,1801,Georg  Abel,Margriet  Abel
430,1801,Bernardus  Sculy,Maria  Sculy
426,1801,Samuel  Clary,Michael  Schlott
426,1801,Magdalena  Clary,Michael  Schlott
427,1801,Philip  Jacob,Philip  Holzel
427,1801,Catharina  Eliesabetha,Philip  Holzel
445,1801,Friedrich  Ament,Rebecca  Ament
425,1801,Jacob  Dellinger,Regina  Dellinger
429,1801,Joseph  Gordon,Sussana  Clary
429,1801,Catharina  Gordon,Sussana  Clary
429,1801,Johannes  Clary,Sussana  Clary
433,1801,Georg  Frey,Sussana  Frey
430,1801,Bernardus  Sculy,Sussana  Mahlson
430,1801,Maria  Sculy,Sussana  Mahlson
422,1801,Friedrich  Pfaff,The  Bernats
422,1801,Anna Margaret Pfaff,The  Bernats
442,1801,Philip  Holtzel,Wife Of Philib Holtzel
438,1802,Friedrich  Pfaff,Anna Margaret Pfaff
444,1802,Andries  Gilbert,Anna Maria Gilbert
451,1802,Michael  Schlott,Anna Maria Holzel
451,1802,Catharina  Schlott,Anna Maria Holzel
451,1802,Philip  Holzel,Anna Maria Holzel
446,1802,Jacob  Gohn,Anna Maria Oberdorff
446,1802,George  Oberdorff,Anna Maria Oberdorff
437,1802,Hanes  Philib,Anna Maria Stefe
437,1802,Efalisabetha  Philib,Anna Maria Stefe
437,1802,Heinrich  Stefe,Anna Maria Stefe
450,1802,Johannes  Schonberger,Anna Maria Ziegler
450,1802,Catharina  Schenberger,Anna Maria Ziegler
441,1802,Johannes  Walck,Barbara  Walck
449,1802,James  Strong,Barbara  Walck
449,1802,Cadarina  Strong,Barbara  Walck
449,1802,Hanes  Walck,Barbara  Walck
449,1802,James  Strong,Cadarina  Strong
448,1802,Heinrich  Wolff,Cadarina  Wolff
448,1802,Hana  Wolff,Cadarina  Wolff
450,1802,Johannes  Schonberger,Catharina  Schenberger
439,1802,Adam  Schlott,Catharina  Schlott
451,1802,Michael  Schlott,Catharina  Schlott
437,1802,Hanes  Philib,Efalisabetha  Philib
453,1802,Nicklos  Young,Eliesabetha  Hammer
453,1802,Magdalena  Young,Eliesabetha  Hammer
453,1802,Friedrich  Hammer,Eliesabetha  Hammer
452,1802,Heinrich  Lipphard,Eliesabetha  Lipphard
440,1802,Christian  Walck,Eliesabetha  Walck
453,1802,Nicklos  Young,Friedrich  Hammer
453,1802,Magdalena  Young,Friedrich  Hammer
446,1802,Jacob  Gohn,George  Oberdorff
448,1802,Heinrich  Wolff,Hana  Wolff
449,1802,James  Strong,Hanes  Walck
449,1802,Cadarina  Strong,Hanes  Walck
437,1802,Hanes  Philib,Heinrich  Stefe
437,1802,Efalisabetha  Philib,Heinrich  Stefe
440,1802,Christian  Walck,Heinrich  Wohlleber
440,1802,Eliesabetha  Walck,Heinrich  Wohlleber
441,1802,Johannes  Walck,Johannes Georg Frey
441,1802,Barbara  Walck,Johannes Georg Frey
452,1802,Heinrich  Lipphard,Magdalena  Lipphard
452,1802,Eliesabetha  Lipphard,Magdalena  Lipphard
453,1802,Nicklos  Young,Magdalena  Young
451,1802,Michael  Schlott,Philip  Holzel
451,1802,Catharina  Schlott,Philip  Holzel
441,1802,Johannes  Walck,Sussana  Frey
441,1802,Barbara  Walck,Sussana  Frey
441,1802,Johannes Georg Frey,Sussana  Frey
447,1802,Daniel  Clary,Wife Of Daniel Clary
461,1803,Adam  Sternberger,Adam  Paulis
461,1803,Christina  Sternberger,Adam  Paulis
460,1803,David  Rim,Anna Maria  Rim
464,1803,Johannes  Ament,Anna Maria Ament
456,1803,Daniel  Ruby,Anna Maria Cron
456,1803,Eliesabetha  Ruby,Anna Maria Cron
459,1803,Andries  Gilbert,Anna Maria Gilbert
459,1803,Andries  Gilbert,Anna Maria Ziegler
459,1803,Anna Maria Gilbert,Anna Maria Ziegler
126,1803,Gorg  Behner,Annelis  Schafer
470,1803,James  Norris,Barbara  Norris
267,1803,Heinrich  Hammer,Cadarina  Cron
267,1803,Magdalena  Hammer,Cadarina  Cron
267,1803,Conrath  Cron,Cadarina  Cron
124,1803,Hanes  Brubacher,Cadarina  Einstein
124,1803,Esther  Brubacher,Cadarina  Einstein
124,1803,Sigemond  Einstein,Cadarina  Einstein
125,1803,Gorg  Attich,Cadarina  Erford
465,1803,Joseph  Gordon,Catharina  Gordon
454,1803,Jacob  Lieberknecht,Catharina  Lieberknecht
454,1803,Magdalena  Lieberknecht,Catharina  Lieberknecht
454,1803,Georg  Lieberknecht,Catharina  Lieberknecht
469,1803,Johannes  Will,Catharina  Will
468,1803,Conrad  Brubacher,Christina  Brubacher
458,1803,Jacob  Holzel,Christina  Holzel
462,1803,Georg  Abel,Christina  Holzel
462,1803,Margriet  Abel,Christina  Holzel
462,1803,Jacob  Holzel,Christina  Holzel
461,1803,Adam  Sternberger,Christina  Sternberger
458,1803,Jacob  Holzel,Christina  Young
458,1803,Christina  Holzel,Christina  Young
267,1803,Heinrich  Hammer,Conrath  Cron
267,1803,Magdalena  Hammer,Conrath  Cron
469,1803,Johannes  Will,Eliesabetha  Adig
469,1803,Catharina  Will,Eliesabetha  Adig
455,1803,Friedrich  Hammer,Eliesabetha  Gohn
455,1803,Eliesabetha  Hammer,Eliesabetha  Gohn
455,1803,Philip  Gohn,Eliesabetha  Gohn
455,1803,Friedrich  Hammer,Eliesabetha  Hammer
457,1803,Bernardus  Sculy,Eliesabetha  Mahlson
457,1803,Maria  Sculy,Eliesabetha  Mahlson
461,1803,Adam  Sternberger,Eliesabetha  Paulis
461,1803,Christina  Sternberger,Eliesabetha  Paulis
461,1803,Adam  Paulis,Eliesabetha  Paulis
456,1803,Daniel  Ruby,Eliesabetha  Ruby
465,1803,Joseph  Gordon,Eliesabetha  Schlott
465,1803,Catharina  Gordon,Eliesabetha  Schlott
123,1803,Madeis  Bekker,Esther  Bekker
124,1803,Hanes  Brubacher,Esther  Brubacher
454,1803,Jacob  Lieberknecht,Georg  Lieberknecht
454,1803,Magdalena  Lieberknecht,Georg  Lieberknecht
468,1803,Conrad  Brubacher,Georg  Oberdorff
468,1803,Christina  Brubacher,Georg  Oberdorff
462,1803,Georg  Abel,Jacob  Holzel
462,1803,Margriet  Abel,Jacob  Holzel
464,1803,Johannes  Ament,Jacob  Lieberknecht
464,1803,Anna Maria Ament,Jacob  Lieberknecht
471,1803,Friedrich  Lieberknecht,Jacob  Neff
471,1803,Margriet  Lieberknecht,Jacob  Neff
470,1803,James  Norris,Johannes  Brubacher
470,1803,Barbara  Norris,Johannes  Brubacher
472,1803,Peter  Clary,Juliana  Clary
460,1803,David  Rim,Juliana  Hengst
460,1803,Anna Maria  Rim,Juliana  Hengst
460,1803,Michael  Hengst,Juliana  Hengst
267,1803,Heinrich  Hammer,Magdalena  Hammer
466,1803,Jacob  Imenhauser,Magdalena  Imenhauser
454,1803,Jacob  Lieberknecht,Magdalena  Lieberknecht
464,1803,Johannes  Ament,Magdalena  Lieberknecht
464,1803,Anna Maria Ament,Magdalena  Lieberknecht
464,1803,Jacob  Lieberknecht,Magdalena  Lieberknecht
462,1803,Georg  Abel,Margriet  Abel
471,1803,Friedrich  Lieberknecht,Margriet  Lieberknecht
457,1803,Bernardus  Sculy,Maria  Sculy
460,1803,David  Rim,Michael  Hengst
460,1803,Anna Maria  Rim,Michael  Hengst
463,1803,Heinrich  Dellinger,Michael  Kauffelt
463,1803,Sophia  Dellinger,Michael  Kauffelt
455,1803,Friedrich  Hammer,Philip  Gohn
455,1803,Eliesabetha  Hammer,Philip  Gohn
467,1803,Jacob  Dellinger,Regina  Dellinger
471,1803,Friedrich  Lieberknecht,Regina  Neff
471,1803,Margriet  Lieberknecht,Regina  Neff
471,1803,Jacob  Neff,Regina  Neff
124,1803,Hanes  Brubacher,Sigemond  Einstein
124,1803,Esther  Brubacher,Sigemond  Einstein
463,1803,Heinrich  Dellinger,Sophia  Dellinger
463,1803,Heinrich  Dellinger,Sophia  Kauffelt
463,1803,Sophia  Dellinger,Sophia  Kauffelt
463,1803,Michael  Kauffelt,Sophia  Kauffelt
472,1803,Peter  Clary,Sussana  Clary
472,1803,Juliana  Clary,Sussana  Clary
641,1804,Jacob  Imenhauser,Adam  Paul
642,1804,Johannes  Philips,Adam  Paul
641,1804,Magdalena  Imenhauser,Adam  Paul
